rownum,utt_len,uID,langtype,corpus,file,name,role,age,sex,group,SES,Y,M,D,agemonth,who,Target,Repetition,w,mw_stem,pos_c,t_type
10786,2,u260,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I jump,I jump,pro v,p
10787,3,u261,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,gonna jump back,gonna jump back;back,mod v adv;adv,q
10788,5,u262,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,don't jump on me you,do;not jump on me you,mod;neg v prep pro pro,p
10789,2,u263,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,p
10790,3,u264,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,you lie down,you lie down,pro v adv,p
10791,3,u265,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh change you,change you,v pro,p
10792,2,u266,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,easy okay,ease okay,adj adj,q
10793,1,u267,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,okay,okay,co,p
10794,2,u268,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,o Mommy,oh Mommy,co n,p
10795,1,u269,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Mommy,Mommy;Mommy,n;n,p
10796,1,u270,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,o,oh,co,p
10797,4,u271,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,poor xxx what happened,poor what happen,adj pro v,q
10798,3,u272,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh lie down,lie down,n adv,p
10799,1,u273,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,alright,alright,co,p
10800,6,u274,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,alright you clunked yourself didn't you,alright you clunk yourself do;not you,co pro v pro mod;neg pro,q
10801,3,u275,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,xxx get down,get down,v adv,p
10802,3,u276,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,a big clunk,a big clunk,det adj v,p
10803,3,u277,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh lie down,lie down,n adv,p
10804,3,u278,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,a big clunk,a big clunk,det adj v,p
10805,3,u279,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh lie down,lie down,n adv,p
10806,1,u280,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,okay,okay,co,p
10807,1,u281,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,be,be,cop,p
10808,2,u282,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,be careful,be care,cop adj,p
10809,1,u283,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,yes,yes,co,p
10810,2,u284,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,be careful,be care,cop adj,p
10811,9,u285,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,you fall right off the bed on your head,you fall right off the bed on your head,pro v adv prep det n prep det n,p
10812,1,u286,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,head,head,n,q
10813,5,u287,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,right off on your head,right off on your head,adj adv prep det n,p
10814,1,u288,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie,Georgie,n,q
10815,1,u289,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,yeah,yeah,co,p
10816,4,u290,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie going fall down,Georgie go fall down,n part n adv,q
10817,4,u291,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Georgie just fall down,Georgie just fall down,n adj n adv,q
10818,4,u292,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie going fall down,Georgie go fall down,n part n adv,q
10819,3,u293,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,you fall down,you fall down,pro v adv,p
10820,5,u294,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie fall xxx under there,Georgie fall under there,n v prep adv,q
10821,2,u295,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,under there,under there,adv adv,q
10822,1,u296,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,under,under,adv,q
10823,4,u297,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,and Jenko's under there,and Jenko;be under there,coord n;aux adv adv,q
10824,1,u298,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,mhm,yes,co,p
10825,1,u299,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,yeah,yeah,co,p
10826,3,u300,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie's under there,Georgie;s under there,n;poss adv adv,p
10827,1,u301,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,xxx,,,p
10828,4,u302,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie's going under there,Georgie;be go under there,n;aux part prep adv,p
10829,4,u303,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie's going under there,Georgie;be go under there,n;aux part prep adv,p
10830,4,u304,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie's going under there,Georgie;be go under there,n;aux part prep adv,p
10831,2,u305,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10832,2,u306,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10833,2,u307,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10834,2,u308,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10835,2,u309,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10836,2,u310,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10837,2,u311,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Georgie,where;be Georgie,adv;cop n,q
10838,1,u312,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,aw,,,p
10839,2,u313,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,aw Georgie,Georgie,n,p
10840,3,u314,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie fell down,Georgie fall down,n v adv,q
10841,1,u315,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,yeah,yeah,co,p
10842,3,u316,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Georgie fell down,Georgie fall down,n v adv,p
10843,3,u317,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he's going xxx,he;be go,pro;aux part,p
10844,4,u318,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he's going under there,he;be go under there,pro;aux part prep adv,p
10845,4,u319,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he's going under there,he;be go under there,pro;aux part prep adv,p
10846,4,u320,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he's going under there,he;be go under there,pro;aux part prep adv,p
10847,1,u321,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,him,him,pro,p
10848,1,u322,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,and,and,coord,p
10849,3,u323,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,and and a,and a,coord det,p
10850,1,u324,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,hey,hey,co,p
10851,2,u325,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he air;flied,he air;fly;air;fly,pro v;v;v;v,p
10852,1,u326,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what,what,pro,q
10853,2,u327,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,he air;flied,he air;fly;air;fly,pro v;v;v;v,p
10854,2,u328,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,air flied,air fly,n v,q
10855,3,u329,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,air flied down,air fly down,n v adv,p
10856,1,u330,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,yeah,yeah,co,p
10857,4,u331,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,air flied down right,air fly;fly down right,n v;v prep n,p
10858,3,u332,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,yyy fall down,fall down,n adv,q
10859,3,u333,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,yyy fall down,fall down,n adv,q
10860,1,u334,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what,what,pro,q
10861,3,u335,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,yyy throw it,throw it,v pro,q
10862,9,u336,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,well you really shouldn't throw things Nomi you know,well you real should;not throw thing Nomi you know,co pro adv mod;neg v n n pro v,p
10863,9,u337,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,remember how we told you you shouldn't throw things,remember how we tell you you should;not throw thing,v adv pro v pro pro mod;neg v n,p
10864,1,u338,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go,go,v,p
10865,3,u339,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go lie down,go lie down,v n adv,p
10866,1,u340,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,rest,rest,n,p
10867,6,u341,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,and we will will lie down,and we will lie down,coord pro mod v adv,p
10868,7,u342,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,I thought we were gonna rest Nomi,I think we be gonna rest Nomi,pro v pro aux mod v n,p
10869,2,u343,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,gonna rest,gonna rest,mod v,q
10870,1,u344,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie,Georgie,n,p
10871,3,u345,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie stay there,Georgie stay there,n n adv,p
10872,6,u346,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,you're not resting very much sweetheart,you;be not rest very much sweet;heart,pro;aux neg part adv qn n;n;n,p
10873,2,u347,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I rest,I rest,pro v,p
10874,2,u348,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I rest,I rest,pro v,p
10875,2,u349,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I rest,I rest,pro v,p
10876,1,u350,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,bug,bug,n,p
10877,2,u351,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,what's that,what;be that,pro;cop pro,q
10878,4,u352,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,it's just a fly,it;be just a fly,pro;cop adj det n,p
10879,2,u353,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,a bee,a bee,det n,q
10880,1,u354,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,bug,bug,n,q
10881,1,u355,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,bug,bug,n,p
10882,1,u356,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,bug,bug,n,p
10883,1,u357,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,bug,bug,n,p
10884,4,u358,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,no not bug honey,no not bug honey,co neg v n,p
10885,3,u359,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,you throw that,you throw that,pro v pro,q
10886,1,u360,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,yes,yes,co,p
10887,2,u361,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where bug,where bug,adv n,q
10888,2,u362,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where bug,where bug,adv n,q
10889,3,u363,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I'm going fly,I;be go fly,pro;aux part n,p
10890,2,u364,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I jump,I jump,pro v,p
10891,2,u365,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I jump,I jump,pro v,p
10892,2,u366,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go out,go out,v adv,p
10893,2,u367,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go out,go out,v adv,p
10894,4,u368,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,it's going under there,it;be;it;be go under there,pro;aux;pro;aux part prep adv,p
10895,4,u369,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,it's going under there,it;be;it;be go under there,pro;aux;pro;aux part prep adv,q
10896,3,u370,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,going under there,go under there,part prep adv,q
10897,2,u371,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Nomi,where;be Nomi,adv;cop n,q
10898,2,u372,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Nomi,where;be Nomi,adv;cop n,q
10899,3,u373,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,it's it's it's,it;be;it;be,pro;cop;pro;cop,p
10900,2,u374,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,where's Nomi,where;be Nomi,adv;cop n,q
10901,2,u375,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,where's Nomi,where;be Nomi,adv;cop n,q
10902,1,u376,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,mhm,yes,co,p
10903,3,u377,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,she's right there,she;be right there,pro;cop adv adv,p
10904,3,u378,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,xxx the wall,the wall,det n,q
10905,5,u379,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Nomi don't hurt the wall,Nomi do;not hurt the wall,n mod;neg v det n,p
10906,5,u380,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Nomi don't hurt the wall,Nomi do;not hurt the wall,n mod;neg v det n,p
10907,4,u381,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing,what be you do,pro aux pro part,q
10908,1,u382,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I'm;moving;the;wall,I;be;move;the;wall;I;be;move;the;wall,pro;aux;part;det;n;pro;aux;part;det;n,p
10909,1,u383,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what,what,pro,q
10910,4,u384,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing,what be you do,pro aux pro part,q
10911,4,u385,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing,what be you do,pro aux pro part,q
10912,1,u386,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,ay,ay,co,e
10913,3,u387,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you,what be you,pro aux pro,trail off
10914,1,u388,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Nomi,Nomi;Nomi,n;n,p
10915,1,u389,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,Nomi,Nomi;Nomi,n;n,p
10916,4,u390,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing,what be you do,pro aux pro part,q
10917,2,u391,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I'm xxx,I;be,pro;cop,p
10918,2,u392,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I'm hiding,I;be hide,pro;aux part,p
10919,1,u393,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what,what;what,pro;pro,q
10920,1,u394,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I'm,I;be;I;be,pro;cop;pro;cop,p
10921,4,u395,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing,what be you do,pro aux pro part,q
10922,4,u396,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go dirty feet up,go dirty foot up,v v n adv,q
10923,4,u397,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,she really attacked me,she real attack me,pro adv v pro,p
10924,5,u398,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what are you doing Nomi,what be you do Nomi,pro aux pro part n,q
10925,1,u399,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,get,get,v,p
10926,1,u400,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,get,get,v,p
10927,1,u401,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,get,get,v,p
10928,1,u402,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,what,what,pro,interruption
10929,1,u403,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,get,get,v,p
10930,1,u404,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,get,get,v,p
10931,4,u405,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,were you attacking Mommy,be you attack Mommy,cop pro part n,q
10932,2,u406,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,attacking Mommy,attack Mommy,part n,p
10933,3,u407,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,niaw foot out,niaw foot out,bab n adv,p
10934,3,u408,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,niaw foot out,niaw foot out,bab n adv,p
10935,1,u409,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,xxx,,,p
10936,3,u410,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,aw foot out,foot out,n adv,p
10937,3,u411,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,dirty foot up,dirt foot up,adj n adv,p
10938,2,u412,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,dirty feet,dirty foot,v n,p
10939,13,u413,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,honey you know it's a sure good thing I'm bigger than you are,honey you know it;be a sure good thing I;be big than you be,co pro v pro;cop det adj adj n pro;cop adj prep pro cop,p
10940,3,u414,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh be careful,be care;care,cop adj;adj,p
10941,1,u415,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,xxx,,,p
10942,2,u416,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie sleeping,Georgie sleep,n part,p
10943,1,u417,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see,see,v,q
10944,1,u418,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see,see,v,q
10945,2,u419,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,doggie sleeping,dog sleep,n part,p
10946,1,u420,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go,go,v,p
10947,3,u421,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go under there,go under there,v prep adv,p
10948,4,u422,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh go under there,go under there,v prep adv,p
10949,3,u423,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,there Georgie sleeping,there Georgie sleep,adv n part,p
10950,1,u424,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see,see,v,q
10951,2,u425,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh uh,,,p
10952,2,u426,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,go sleep,go sleep,v n,p
10953,3,u427,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,ands going asleep,ands go asleep,chi part adv,p
10954,1,u428,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,no,no,co,p
10955,1,u429,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,uh,,,p
10956,1,u430,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,and,and,coord,p
10957,1,u431,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,look,look,co,p
10958,2,u432,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,I sleeping,I sleep,pro part,p
10959,1,u433,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,look,look,co,p
10960,1,u434,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see,see,v,q
10961,2,u435,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,George sleeping,George sleep,n part,q
10962,3,u436,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see Georgie sleeping,see Georgie sleep,v n part,q
10963,1,u437,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,you,you,pro,p
10964,3,u438,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see Georgie sleeping,see Georgie sleep,v n part,q
10965,1,u439,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,mhm,yes,co,p
10966,4,u440,Sachs,,020005.xml,,Mother,,,,,2,0,5,24.16129,MOT,,,I see Georgie sleeping,I see Georgie sleep,pro v n part,p
10967,2,u441,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see Georgie,see Georgie,v n,interruption
10968,2,u442,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie sleeping,Georgie sleep,n part,q
10969,2,u443,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,see Georgie,see Georgie,v n,p
10970,2,u444,Sachs,,020005.xml,Naomi,Target_Child,P2Y0M5D,,,,2,0,5,24.16129,CHI,,,Georgie sleeping,Georgie sleep,n part,q
