rownum,utt_len,uID,langtype,corpus,file,name,role,age,sex,group,SES,Y,M,D,agemonth,who,Target,Repetition,w,mw_stem,pos_c,t_type
10171,2,u0,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,wash Georgie,wash Georgie,n n,p
10172,1,u1,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing,wash,part,p
10173,1,u2,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing,wash,part,p
10174,1,u3,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing,wash,part,p
10175,3,u4,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing Georgie's neck,wash Georgie;s neck,part n;poss n,p
10176,6,u5,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,does Georgie have a dirty neck,do Georgie have a dirt neck,mod n v det adj n,q
10177,2,u6,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie neck,Georgie neck,n n,p
10178,1,u7,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing,wash,part,p
10179,5,u8,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,do you want a drink,do you want a drink,mod pro v det n,q
10180,5,u9,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,do you want a drink,do you want a drink,mod pro v det n,q
10181,5,u10,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,do you want a drink,do you want a drink,mod pro v det n,q
10182,5,u11,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I washing his his hand,I wash his hand,pro part det n,p
10183,1,u12,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10184,2,u13,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,where's Gammy,where;be Gammy,adv;cop n,q
10185,5,u14,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,Gammy went back to New_York,Gammy go back to New_York,n v adv prep n,p
10186,2,u15,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,where's Gammy,where;be Gammy,adv;cop n,q
10187,4,u16,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,she's not here sweetie,she;be not here sweetie,pro;aux neg adv co,p
10188,4,u17,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,Gammy went back home,Gammy go back home,n v adv n,p
10189,4,u18,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you wanna wash it,you wanna wash it,pro mod v pro,q
10190,2,u19,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,wash it,wash it,v pro,q
10191,2,u20,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,wash it,wash it,v pro,q
10192,3,u21,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you wanna see,you wanna see,pro mod v,q
10193,2,u22,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,wash it,wash it,v pro,p
10194,1,u23,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10195,1,u24,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10196,1,u25,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10197,1,u26,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10198,1,u27,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10199,1,u28,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10200,4,u29,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,is Georgie's face dirty,be Georgie;s face dirt,cop n;poss n adj,q
10201,3,u30,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I washing it,I wash it,pro part pro,p
10202,6,u31,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,oh it looks clean to me,oh it look clean to me,co pro v adj prep pro,p
10203,1,u32,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,clean,clean,adj,p
10204,1,u33,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing,wash,part,p
10205,3,u34,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie's face dirty,Georgie;s face dirt,n;poss n adj,p
10206,2,u35,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,sit down,sit down,v adv,p
10207,2,u36,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,sit there,sit there,v adv,p
10208,3,u37,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,can lie down,can lie down,mod v adv,p
10209,3,u38,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,can lie down,can lie down,mod v adv,p
10210,2,u39,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,is Nomi's,be Nomi;s,cop n;poss,q
10211,2,u40,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,that Nomi's,that Nomi;s,pro n;poss,p
10212,2,u41,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,that Nomi's,that Nomi;s,pro n;poss,p
10213,5,u42,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,yes that's Nomi's ice tea,yes that;be Nomi;s ice tea,co pro;cop n;poss n n,p
10214,2,u43,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you drink,you drink,pro v,p
10215,2,u44,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you drink,you drink,pro v,p
10216,3,u45,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you wait there,you wait there,pro v adv,p
10217,3,u46,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,get Georgie's croth,get Georgie;s cloth,v n;poss n,p
10218,3,u47,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,get Georgie's croth,get Georgie;s cloth,v n;poss n,p
10219,3,u48,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,get Georgie's croth,get Georgie;s cloth,v n;poss n,p
10220,2,u49,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie's croth,Georgie;s cloth,n;poss n,p
10221,3,u50,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you sit there,you sit there,pro v adv,p
10222,3,u51,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you sit there,you sit there,pro v adv,p
10223,5,u52,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,sit there and wash you,sit there and wash you,v adv coord v pro,p
10224,3,u53,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you're washing it,you;be wash it,pro;aux part pro,p
10225,2,u54,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,all dirty,all dirt,qn adj,p
10226,3,u55,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you're so dirty,you;be so dirt,pro;aux adv adj,p
10227,4,u56,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you read the book,you read the book,pro v det n,p
10228,4,u57,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you read the book,you read the book,pro v det n,p
10229,4,u58,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you read the book,you read the book,pro v det n,p
10230,2,u59,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,your drink,your drink,det n,p
10231,2,u60,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,your drink,your drink,det n,p
10232,3,u61,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you lie down,you lie down,pro v adv,p
10233,3,u62,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you lie down,you lie down,pro v adv,p
10234,2,u63,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,drink it,drink it,v pro,p
10235,3,u64,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash it,I wash it,pro v pro,p
10236,3,u65,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash it,I wash it,pro v pro,p
10237,3,u66,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash it,I wash it,pro v pro,p
10238,4,u67,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash the book,I wash the book,pro v det n,p
10239,2,u68,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,washing book,wash book,part n,p
10240,2,u69,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I'm washing,I;be wash,pro;aux part,p
10241,2,u70,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,clean it,clean it,v pro,p
10242,3,u71,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,there you go,there you go,adv pro v,p
10243,3,u72,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,there you go,there you go,adv pro v,p
10244,3,u73,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,there you go,there you go,adv pro v,p
10245,3,u74,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie's drink juice,Georgie;s drink juice,n;poss n n,p
10246,6,u75,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,yes Georgie likes tea doesn't he,yes Georgie like tea do;not he,co n v n mod;neg pro,q
10247,1,u76,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,xxx,,,p
10248,2,u77,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,eating it,eat it,part pro,p
10249,1,u78,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,xxx,,,p
10250,1,u79,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,wash,wash,n,p
10251,7,u80,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,I have_to peel it down a little,I have_to peel it down a little,pro mod v pro adv det adj,p
10252,2,u81,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,peel down,peel down,n adv,p
10253,5,u82,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,not on the floor honey,not on the floor honey,neg prep det n n,p
10254,8,u83,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,put it put it up on the table,put it put it up on the table,v pro v pro adv prep det n,p
10255,1,u84,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,okay,okay,co,p
10256,1,u85,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,thank_you,thank_you,co,p
10257,6,u86,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,gonna put it on my floor,gonna put it on my floor,mod v pro prep det n,q
10258,6,u87,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,gonna put it on my floor,gonna put it on my floor,mod v pro prep det n,q
10259,3,u88,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,put it my,put it my,v pro det,p
10260,8,u89,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,no honey put it up on the table,no honey put it up on the table,qn n v pro adv prep det n,p
10261,2,u90,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,table up,table up,v adv,p
10262,5,u91,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,yes up on the table,yes up on the table,co adv prep det n,p
10263,3,u92,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,yyy do that,do that,v pro,q
10264,3,u93,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,yyy do that,do that,v pro,q
10265,2,u94,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,xxx floor,floor,n,p
10266,5,u95,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,no not on the floor,no not on the floor,co neg prep det n,p
10267,2,u96,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,peeling up,peel up,part adv,p
10268,3,u97,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,up on floor,up on floor,adv prep n,q
10269,4,u98,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,on the table Nomi,on the table Nomi,prep det n n,p
10270,2,u99,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's that,what;be that,pro;cop pro,q
10271,5,u100,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,that's a Chiquita banana sign,that;be a Chiquita banana sign,pro;cop det n n n,p
10272,1,u101,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Chiquita,Chiquita,n,p
10273,1,u102,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,Chiquita,Chiquita,n,p
10274,1,u103,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Chiquita,Chiquita,n,p
10275,4,u104,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I pick it up,I pick it up,pro v pro adv,p
10276,2,u105,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,okay honey,okay honey,co n,p
10277,4,u106,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,let me take this,let me take this,v pro v pro,p
10278,7,u107,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,there's a little tiny piece of peel,there;be a little tiny piece of peel,pro;cop det adj adj n prep n,p
10279,4,u108,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,banana banana nan;nan nan,banana nan,n bab,p
10280,3,u109,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you doing something,you do something,pro part pro,q
10281,3,u110,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you sit sit,you sit sit,pro v v,p
10282,3,u111,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,feel good now,feel good now,v adj adv,p
10283,3,u112,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,feel good now,feel good now,v adj adv,p
10284,3,u113,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you sit down,you sit down,pro v adv,p
10285,3,u114,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you sit down,you sit down,pro v adv,p
10286,1,u115,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10287,1,u116,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10288,1,u117,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10289,1,u118,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10290,1,u119,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10291,1,u120,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10292,1,u121,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10293,1,u122,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10294,1,u123,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,alright,alright,co,p
10295,2,u124,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,okay honey,okay honey,co n,p
10296,3,u125,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash Georgie,I wash Georgie,pro v n,p
10297,3,u126,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash Georgie,I wash Georgie,pro v n,p
10298,3,u127,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash Georgie,I wash Georgie,pro v n,p
10299,1,u128,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,okay,okay,co,p
10300,1,u129,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie,Georgie,n,p
10301,1,u130,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,here,here,adv,p
10302,5,u131,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,I'll fix it for you,I;will fix it for you,pro;mod v pro prep pro,p
10303,2,u132,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,you washing,you wash,pro part,p
10304,3,u133,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,I'm washing yes,I;be wash yes,pro;aux part co,p
10305,3,u134,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's Mommy doing,what;be Mommy do,pro;aux n part,q
10306,3,u135,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's Mommy doing,what;be Mommy do,pro;aux n part,q
10307,3,u136,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's Mommy doing,what;be Mommy do,pro;aux n part,q
10308,3,u137,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's Mommy doing,what;be Mommy do,pro;aux n part,q
10309,1,u138,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,book,book,n,p
10310,1,u139,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,book,book,n,p
10311,1,u140,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,xxx,,,p
10312,2,u141,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,oh Nomi,oh Nomi,co n,p
10313,4,u142,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,unsnap the pants honey,snap the pant honey,v det v n,p
10314,1,u143,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,no,no,co,p
10315,10,u144,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,Nomi remember what we said this morning about being reasonable,Nomi remember what we say this morning about being reason,n v pro pro v pro n prep n adj,q
10316,11,u145,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,do you remember how we talked this morning about being reasonable,do you remember how we talk this morning about being reason,mod pro v adv pro v pro n prep n adj,q
10317,3,u146,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,do you remember,do you remember,mod pro v,q
10318,1,u147,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,no,no,co,p
10319,2,u148,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,we did,we do,pro v,p
10320,6,u149,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,did you talk while getting dressed,do you talk while get dress,v pro n n part part,q
10321,1,u150,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,no,no,co,e
10322,1,u151,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,no,no,co,e
10323,9,u152,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,alright we didn't have a nice conversation this morning,alright we do;not have a nice conversation this morning,adj pro mod;neg v det adj n det n,p
10324,1,u153,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,xxx,,,p
10325,3,u154,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,go lie down,go lie down,v n adv,p
10326,2,u155,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I'm drinking,I;be drink,pro;aux part,p
10327,2,u156,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,oh no,oh no,co co,p
10328,1,u157,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,xxx,,,p
10329,2,u158,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,is Georgie's,be Georgie;s,cop n;poss,q
10330,3,u159,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,is that Georgie's,be that Georgie;s,cop pro n;poss,q
10331,5,u160,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,yes that's Georgie's cloth honey,yes that;be Georgie;s cloth honey,co pro;cop n;poss n n,p
10332,2,u161,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,Georgie's croth,Georgie;s cloth,n;poss n,p
10333,3,u162,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,is Georgie's croth,be Georgie;s cloth,cop n;poss n,q
10334,3,u163,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,yes Georgie's cloth,yes Georgie;s cloth,co n;poss n,p
10335,5,u164,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,going to wash Georgie's croth,go to;to wash Georgie;s cloth,part prep;prep n n;poss n,p
10336,4,u165,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,I wash Georgie's croth,I wash Georgie;s cloth,pro n n;poss n,p
10337,1,u166,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,xxx,,,p
10338,10,u167,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,remember how we talked this morning about not hitting people,remember how we talk this morning about not hit person,v adv pro v pro co adv neg n n,q
10339,3,u168,Sachs,,020002.xml,,Father,,,,,2,0,2,24.06452,FAT,,,not hitting people,not hit person,neg part n,p
10340,1,u169,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,book,book;book,n;n,p
10341,2,u170,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,different book,different book,adj n,q
10342,6,u171,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,Daddy will get a different book,Daddy will get a different book,n mod v det adj n,p
10343,1,u172,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,is;that;Naomi,be;that;Naomi;be;that;Naomi,cop;pro;n;cop;pro;n,q
10344,2,u173,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,good baby,good baby,adj n,p
10345,1,u174,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,girl,girl,n,p
10346,4,u175,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,look at the girl,look at the girl,v prep det n,p
10347,1,u176,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,yeah,yeah,co,p
10348,2,u177,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,who's that,who;be that,pro;cop pro,q
10349,6,u178,Sachs,,020002.xml,,Mother,,,,,2,0,2,24.06452,MOT,,,that's a boy holding a clock,that;be a boy hold a clock,pro;cop det n part det n,p
10350,2,u179,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,holding clock,hold clock,part n,p
10351,2,u180,Sachs,,020002.xml,Naomi,Target_Child,P2Y0M2D,,,,2,0,2,24.06452,CHI,,,what's that,what;be that,pro;cop pro,q
